0.0, 0.011, 0.1436, 2.2201, 455.2183, 
0.001, 0.012, 0.1456, 2.3138, 452.4407, 
0.001, 0.011, 0.1556, 2.3248, 455.8167, 
0.0, 0.0119, 0.1566, 2.24, 456.5166, 
0.001, 0.014, 0.1815, 2.6265, 485.8673, 
0.001, 0.011, 0.1476, 2.1762, 459.3917, 
0.001, 0.0126, 0.1636, 2.6738, 514.4359, 
0.001, 0.0119, 0.1855, 2.2597, 510.3719, 
0.001, 0.012, 0.1526, 2.232, 555.0465, 
0.001, 0.012, 0.1905, 2.5579, 537.1551, 
