0.002, 0.0309, 0.4867, 8.6139, 1757.9438, 
0.002, 0.0249, 0.3511, 7.093, 1681.9832, 
0.002, 0.0259, 0.343, 7.0122, 1657.1784, 
0.001, 0.0239, 0.365, 6.9873, 1640.0396, 
0.002, 0.0249, 0.3262, 7.087, 1644.0059, 
0.002, 0.027, 0.3311, 7.082, 1627.7588, 
0.002, 0.0249, 0.3481, 7.0471, 1635.5623, 
0.002, 0.0259, 0.3351, 7.1, 1619.176, 
0.002, 0.0259, 0.3361, 7.0731, 1651.6567, 
0.001, 0.0249, 0.3401, 7.1419, 1642.5418, 
